Artist,Number of Searches
Bas,982000000
Ajani Jones,405000
Flipp Dinero,969000
Phora,2810000
Sterling Hayes,18100000
Joe Trufant,285000
Aftertheparty,200000000
dopeSMOOTHIES,32100
Cero Ismael,3780000
Rothstein,7620000
$uicideBoy$,2970000
Ebenezer,22100000
Stayy Cozy,1810000
dopeSMOOTHIES,32100
Saba,151000000
Patches,893000000
Bobby Raps,1190000
S.L.M.N,516000
EARTHGANG,657000
ROLE MODEL,1750000000
emawk,25100
atm,537000000
SAINt JHN,579000
Cero Ismael,3980000
Frvrfriday,41100
Nessly,266000
Parisalexa,48800
Appleby,13500000
City Fidelia,972000
Jazz Cartier,11100000
Jesus Honcho,534000
Tobi Lou,2760000
Lukas Graham,19800000
Rudimental,13100000
Jeremy Zucker,5260000
benny blanco,23300000
James Smith,1440000000
Jess Glynne,11200000
Matt Wills,13100000
Maisie Peters,2180000
ARCADES,420000000
George Ezra,40000000
Lauren Daigle,21500000
MAX,5730000000
Noah Cyrus,25000000
Plested,364000
Catherine McGrath,12400000
Tom Speight,2010000
Curtis Walsh,21700000
Alessia Cara,20700000
SYML,1920000
Kodaline,3400000
Zedd,20500000
Tom Odell,21200000
Passenger,855000000
Shawn Mendes,109000000
DAY_S,8000000000
Kiiara,2800000
Tom Grennan,758000
Dean Lewis,156000000
Grace Carter,80100000
Mitch James,58100000
JC Stewart,51900000
gnash,4150000
JP Saxe,3370000
Sasha Sloan,7500000
Ina Wroldsen,1470000
Danny Jones,190000000
Demi Lovato,82400000
Lewis Capaldi,11800000
James Arthur,485000000
Sasha Sloan,7500000
George Glew,353000
Lily Moore,77300000
Billy Raffoul,322000
Gavin James,98800000
Charlotte Lawrence,91500000
Anson Seabra,106000
Tommy Ashby,3010000
Mega,1170000000
Rhys Lewis,13600000
Astræa,64200
Troye Sivan,20600000
Arctic Lake,119000000
Paul Rey,108000000
KAWALA,1080000
Lily Moore,77300000
Call Me Loop,368000000
Only Girl,6310000000
Carmody,6010000
Gorgon City,9340000
Nina Nesbitt,3610000
The Kid Laroi,56600
Octavian,13000000
Vic August,88900000
Carmouflage Rose,266000
Jane Deezy,117000
Young Thug,88700000
Manu Crooks,565000
Travis Scott,201000000
Lil Wayne,95900000
B Wise,464000000
6LACK,9380000
King Mez,3880000
Junor,1190000
Trippie Redd,7980000
Mac Miller,129000000
Carmouflage Rose,101000
Lil Rae,34800000
Lil Mosey,2000000
BROCKHAMPTON,2790000
MELODOWNZ,49700
Anfa Rose,310000
Kaiit,104000
Hvncoq,18700
Figuero Jones,212000
EARTHGANG,657000
Midas.Gold,20800000
Catching Flies,19700000
Jimilian,183000
Chance the Rapper,89200000
Mac Miller,129000000
Lauren.,1090000000
Bas,874000000
Cult Shφtta,13300
Blood Orange,1280000000
JNTHN STEIN,71000
MAX BLACK,4770000000
SWIDT,293000
Genesis Owusu,220000
Teyana Taylor,5000000
Lonely Playboy,10400000
bbno$,172000
GALLVS,364000
richysand,15200
Octavian,13000000
Kid Pharaoh,8390000
Pillow T.,476000000
No Label Necessary,484000000
NYNE,2320000
Buddy,476000000
Omijah,36500
Logic,723000000
Action Bronson,19500000
Wale,93600000
J.I.D,14400000
Belly,432000000
Nipsey Hussle,36700000
6LACK,9380000
Mick Jenkins,12100000
Action Bronson,19500000
Mozzy,3140000
Jimi Tents,1240000
Eminem,check
Lil Wayne,89700000
IAMNOBODI,117000
Chance the Rapper,89200000
J. Cole,517000000
Run The Jewels,60400000
Noname,28700000
REASON,3010000000
Dave East,315000000
REASON,3010000000
Innanet James,254000
"Royce Da 5'9""",2700000
Logic,723000000
BROCKHAMPTON,2790000
Meek Mill,54500000
King Mez,3880000
REASON,3010000000
Mick Jenkins,12100000
Nicki Minaj,119000000
Trippie Redd,7980000
Innanet James,254000
Bun B,441000000
Logic,723000000
Stefflon Don,4940000
Denzel Curry,7910000
Ryan Trey,23000000
"Tyler, The Creator", The Creator
Trippie Redd,7980000
Pusha T,140000000
Emmit Fenn,276000
Darrell Cole,10600000
Elton,110000000
Shad,56100000
Taylor Bennett,146000000
Bishop Nehru,1750000
EARTHGANG,657000
Logic,check
Anderson .Paak,5220000
IDK,142000000
JOYRYDE,451000
Martin Garrix,22100000
Calvin Harris,91300000
Silk City,408000000
David Guetta,42700000
Chris Lake,348000000
FISHER,508000000
Tiësto,24700000
KREAM,7180000
Martin Garrix,22100000
Martin Garrix,22100000
Black Coffee,2850000000
Tom Staar,2400000
Bazzi vs.,1960000
Tiësto,19900000
RÜFÜS DU SOL,969000
Starley,2320000
Illenium,3610000
Martin Garrix,22100000
DJ Snake,123000000
Marshmello,82500000
ARTY,44200000
Lane 8,1370000000
Seven Lions,71700000
Loud Luxury,125000000
Kygo,14500000
ODESZA,2620000
Calvin Harris,91300000
Axwell /\ Ingrosso,4990000
Weiss (UK),108000000
Cheat Codes,145000000
Fatboy Slim,18100000
Martin Garrix,22100000
deadmau5,8760000
Afrojack,10800000
Stadiumx,540000
SUMR CAMP,103000
MK,1210000000
Promise Land,283000000
Michael Brun,21100000
Kaskade,5660000
Toby Green,115000000
Jack Back,2260000000
Danny Byrd,9430000
MOTi,74400000
Devault,2060000
Galantis,5380000
GATTÜSO,26800
Magnificence,20300000
Adam Beyer,10900000
Lost Kings,265000000
Bad Bunny,230000000
Marshmello,73600000
Years & Years,19340000000
Halsey,115000000
Ocean Park Standoff,2300000
The Chainsmokers,28400000
Jess Glynne,11700000
John Legend,546000000
MAX,5330000000
Mitch James,58100000
Zedd,23100000
5 Seconds of Summer,354000000
benny blanco,22500000
Gryffin,2080000
DJ Snake,113000000
Little Mix,2130000000
AJR,12600000
Loote,7320000
Jonas Blue,291000000
David Guetta,41800000
Panic! At The Disco,61100000
Chelsea Cutler,7000000
Sia,649000000
lovelytheband,2970000
Social House,5750000000
Shoffy,194000
LANY,35200000
Against The Current,2530000000
Loud Luxury,108000000
Maroon 5,2630000000
Loud Luxury,125000000
Rita Ora,106000000
Michl,4200000
Kris Kross Amsterdam,981000
Dennis Lloyd,47400000
Lennon Stella,11100000
Ava Max,87300000
Bebe Rexha,22800000
Alesso,8430000
Cheat Codes,107000000
Dan + Shay,30600000
Avril Lavigne,47600000
Ariana Grande,282000000
Charlie Puth,25500000
Bryce Vine,4930000
Anderson .Paak,5220000
LANY,38600000
Dynoro,6110000
The 1975,918000000
Imagine Dragons,92000000
Dan + Shay,30600000
Lukas Graham,19800000
No Rome,692000000
Martin Garrix,22100000
DJ Khaled,41400000
Drax Project,8800000
Dua Lipa,65800000
ayokay,1090000
Young the Giant,758000000
Bazzi,14600000
Post Malone,131000000
LUMiN,7780000
KYLE,347000000
Tiësto,23500000
Khalid,400000000
Jason Derulo,17500000
David Guetta,41800000
Conor Matthews,4520000
Charlotte Lawrence,80200000
GASHI,13600000
Cris Cab,3570000
Loren Gray,72400000
Carrie Underwood,54400000
Arkells,3140000
Ella Mai,88200000
Mike Posner,8380000
Zhavia Ward,953000
Lele Pons,19800000
Eminem,117000000
Silk City,408000000
Gucci Mane,39200000
Kanye West,146000000
Future,3690000000
Lil Yachty,10300000
Tory Lanez,12500000
Kodak Black,114000000
Future,3920000000
Lil Mosey,1940000
Joyner Lucas,16700000
Lil Durk,5660000
6ix9ine,21000000
Jaden Smith,33000000
Belly,471000000
Valee,2950000
Lil Baby,381000000
J.I.D,13500000
Comethazine,1070000
Sheck Wes,3640000
Flipp Dinero,969000
Aminé,2730000
Lil Mosey,1940000
Lil Baby,381000000
YoungBoy Never Broke Again,18500000
Roddy Ricch,3420000
Lil Mosey,1940000
Kodak Black,114000000
Lil Yachty,check
KYLE,362000000
Jimi Tents,1240000
Trippie Redd,8750000
YBN Almighty Jay,1050000
Paris,3070000000
YNW Melly,6490000
Shoreline Mafia,5840000
Asian Doll,161000000
Shy Glizzy,1540000
Lil Pump,69700000
Queen Key,773000000
YoungBoy Never Broke Again,18500000
SAINt JHN,636000
Mozzy,3140000
Lil Donald,59300000
Zoey Dollaz,356000
Yella Beezy,1380000
YBN Almighty Jay,1050000
Moneybagg Yo,3150000
Sheck Wes,3640000
MadeinTYO,1560000
Young Scooter,72100000
FBG Duck,598000
Sheck Wes,3640000
Jaden Smith,33000000
Rico Pressley,701000
Preme,16400000
Russ,104000000
Mozzy,3140000
Lil Skies,19600000
Moneybagg Yo,3150000
Tory Lanez,12500000
Young Dolph,13800000
Kap G,62500000
Lil Durk,5660000
Mick Jenkins,12100000
Pardison Fontaine,814000
MadeinTYO,1550000
A Boogie Wit da Hoodie,7910000
Rich The Kid,662000000
Saweetie,1340000
Smokepurpp,3440000
XXXTENTACION,64300000
Bas,874000000
Shy Glizzy,1490000
Nebu Kiniza,231000
YBN Cordae,945000
Blac Youngsta,2030000
FXXXXY,27200
Lil Durk,5660000
Quando Rondo,8070000
Icy Narco,594000
Phora,2810000
Tory Lanez,12500000
DDG,18400000
King Mez,3880000
BIA,152000000
Blac Youngsta,2030000
Trippie Redd,7980000
Lovele$$,1620000000
SOB X RBE,3150000
Young Dolph,12200000
Phora,2540000
YoungBoy Never Broke Again,18500000
6LACK,9380000
D Savage,237000000
Bri Steves,210000
Lil Gnar,1690000
Juice WRLD,20900000
Cousin Stizz,255000
Kirk Knight,26700000
LouGotCash,111000
Only One Felipe,73200000
KAMI,1060000000
Jay Critch,941000
Martin Garrix,22100000
Loud Luxury,125000000
Justin Mylo,971000
Dynoro,6110000
Alesso,8510000
Sia,674000000
Lucas & Steve,779000000
David Guetta,42700000
Dimitri Vegas & Like Mike,11100000
Jack Wins,169000000
Armin van Buuren,19500000
Steve Aoki,28200000
Axwell /\ Ingrosso,4990000
David Guetta,42700000
Rob & Jack,465000000
Martin Garrix,22100000
Erik Frank,72500000
Tiësto,24700000
DubVision,2980000
Tungevaag & Raaban,717000
Angus & Julia Stone,104000000
Calvin Harris,91300000
David Guetta,42700000
Ralph Felix,29600000
The Chainsmokers,28100000
Kato,103000000
Luke ST,346000000
Avicii,39900000
Sigala,9920000
Halsey,109000000
Hogland,504000
Vargas & Lagola,293000000
Loud Luxury,125000000
David Guetta,42600000
Isaac Elton,9280000
Vigiland,1320000
The Him,3620000000
Clean Bandit,30600000
Sigala,8720000
Axwell /\ Ingrosso,4990000
KSHMR,3630000
Mike Mago,6990000
Felix Jaehn,3010000
Avicii,39900000
Galantis,5380000
Ofenbach,2950000
Klingande,1860000
Alan Walker,194000000
CamelPhat,2490000
Axwell /\ Ingrosso,4990000
CID,1530000000
Martin Solveig,11600000
DubVision,2980000
Low Steppa,943000
Mount Cashmore,205000
Latroit,70300
Wolfgang Gartner,2600000
Jax Jones,19100000
R3HAB,6210000
Robin Schulz,24900000
Cages,556000000
Avicii,39900000
Disciples,106000000
David Guetta,42600000
Tommy Trash,20300000
John Gibbons,35000000
Portugal. The Man,1440000000
Dua Lipa,58400000
Bolier,1520000
DJ Snake,113000000
Yellow Claw,168000000
Dan + Shay,23400000
Old Dominion,86500000
Logan Mize,862000
Devin Dawson,9690000
Seth Ennis,1880000
Tenille Townes,538000
Zac Brown,141000000
Luke Combs,21400000
Jordan Davis,198000000
Devin Dawson,9010000
Smithfield,24700000
Lady Gaga,306000000
Dan + Shay,30600000
Jordan Davis,198000000
Thomas Rhett,25500000
Filmore,18600000
Jillian Jacqueline,11300000
Jordan Davis,198000000
Chris Lane,208000000
Austin Burke,36600000
Kane Brown,233000000
Russell Dickerson,12100000
Kenny Chesney,12000000
Jordan Davis,198000000
Devin Dawson,9690000
Pistol Annies,1430000
Logan Mize,862000
Dan + Shay,30600000
Luke Combs,21400000
Jason Aldean,12400000
Abby Anderson,36500000
Ryan Kinder,24400000
Kane Brown,233000000
Pistol Annies,1430000
Logan Mize,862000
Brothers Osborne,17400000
Dan + Shay,30600000
Lee Brice,21400000
Luke Combs,17900000
Dan + Shay,30600000
Chase Rice,46600000
Brett Eldredge,2670000
Lauren Duski,371000
Brett Young,157000000
Levi Hummon,258000
Hunter Hayes,41100000
Kane Brown,189000000
Chris Lane,208000000
Clare Dunn,10700000
Chris Lane,208000000
Post Malone,133000000
Billie Eilish,80800000
Khalid,403000000
Lil Peep,33000000
Zara Larsson,21400000
Future,4500000000
Dua Lipa,65800000
Jon Bellion,3510000
Dominic Fike,489000
IDER,9380000
RÜFÜS DU SOL,969000
Kane Brown,233000000
The 1975,938000000
Tory Lanez,12700000
Khalid,400000000
Dermot Kennedy,7850000
Martin Garrix,23000000
ZAYN,75200000
Mariah Carey,98900000
Empress Of,146000000
Zak Abel,2930000
Lil Yachty,10300000
Luis Fonsi,34600000
Greta Van Fleet,9330000
Brandi Carlile,9910000
Carlie Hanson,779000
HARDY,300000000
Gus Dapperton,475000
Nikki Vianna,554000
Valee,2820000
MØ,8210000
James Arthur,485000000
Nothing But Thieves,30700000
FINNEAS,711000
Sarah Reeves,63200000
Daniel Caesar,75300000
Stalking Gia,620000
JOYRYDE,451000
Lil Mosey,2000000
Tove Styrke,1520000
Abir,12800000
Trent Reznor and Atticus Ross,718000
Massari,9280000
Major Lazer,37600000
The O'Jays,7420000
Jessie Reyez,5930000
Joyner Lucas,15600000
Shae Jacobs,3500000
Au/Ra,1790000000
Joji,9760000
Hearts & Colors,5200000000
King Henry,729000000
Moby Rich,9330000
Calum Scott,12100000
JHart,2010000
David Guetta,42700000
Sasha Sloan,7500000
Troye Sivan,20600000
Elle King,171000000
SAINt JHN,check
Robert DeLong,5920000
Maisie Peters,2180000
Scott Helman,1310000
The Lone Bellow,1080000
Pistol Annies,1430000
Panic! At The Disco,67400000
How To Dress Well,2290000000
Switchfoot,6340000
Alec Bailey,12700000
Action Bronson,20000000
Disturbed,136000000
Arkells,3140000
Phony Ppl,922000
Julie Bergan,1860000
Lennon Stella,11100000
Asian Doll,165000000
Hollyn,1030000
Delta Rae,19700000
Brent Faiyaz,1410000
Emmi,25200000
Tyler Sellers,21300000
Novo Amor,340000000
Cher Lloyd,17600000
Cloud Nothings,2420000
Glades,77500000
Summer Walker,344000000
Built By Titan,60100000
Emigrate,42500000
Tina Boonstra,169000
Thomston,102000
SG Lewis,45200000
Ariel Beesley,179000
Lemaitre,12700000
TOXIC GARDN,137000000
John Splithoff,62300
Okey Dokey,1920000
Uffie,520000
Before You Exit,488000000
bad tuner,22400000
Ten Fé,433000000
Isabel Marie,88000000
Elida Reyna Y Avante,81400
Los Palominos,857000
Jay Pérez,54300000
Siggno,274000
Los Desperadoz,39700
La Mafia,185000000
AJ Castillo,23000000
Intocable,4890000
Stefani Montiel,417000
Veronique Medrano,305000
Miguel Hernandez,77100000
Sandy G y los Gavilanes,164000
Pete Espinoza,2230000
Los Amigos ASG,260000
Ashley Quintanilla,2600000
Stevie D,92600000
David Lee Rodriquez,1760000
ILYSSA,530000
Michael Salgado,11300000
Devin Banda,4070000
Monica Saldivar,994000
Jaime Y Los Chamacos,111000
Lucky Joe,176000000
Remedio,185000000
David Farias,18000000
Frankie Caballero Jr,1070000
Emily Flores,55000000
Red Wine Band,267000000
Sarah Monique,55200000
Anjelique,325000
Ashley Borrero,4630000
Solido,292000000
Louie S,78100000
La Fiebre,34600000
Gabriel Zavala,7500000
Dezigual,326000
Texas Latino,90300000
La Dezz,286000
Vision,2810000000
Tejano Highway 281,46900
Sunny Sauceda Y Todo Eso,13600
Crystal Torres,43800000
Vero y Su Dulzura,320000
LA 45,8120000000
Revo Live Band,3290000
Juan Treviño,10900000
Nikki Lopez,64500000
Emily Flores,55000000
Grupo Alamo,6310000
Disclosure,402000000
Kendrick Lamar,74400000
Badsista,54200
Forest Pond,202000000
J Balvin,56800000
Valentino Khan,14500000
Trinix,5610000
JAY Z,386000000
Dillon Francis,26500000
Tiësto,24700000
Waajeed,137000
AbJo,404000
Dillon Francis,26500000
RL Grime,2550000
Chance the Rapper,89100000
Kungs,3810000
Valentino Khan,14500000
Busta Rhymes,12800000
Travis Scott,200000000
Claptone,1660000
Raury,553000
Justice,1610000000
Hasse de Moor,299000
Hannah Wants,106000000
Drake,357000000
Yolanda Be Cool,21900000
Skrillex,21100000
Riton,3660000
Calvin Harris,91300000
Joey Bada$$,21500000
Tyga,31100000
B.o.B,1450000000
Soundgarden,14100000
Flume,14100000
Lil Wayne,95900000
Kid Cudi,18900000
Jack White,1930000000
Keys N Krates,951000
"Royce Da 5'9""",2700000
Rye Rye,90600000
Lady Leshurr,764000
Tropkillaz,2520000
Gregor Salto,1890000
E-40,13750000000
Flosstradamus,1230000
A$AP Ferg,5860000
OutKast,11500000
Rihanna,210000000
Martin Solveig,11600000
Wale,93600000
MAGIC!,2360000000
DJ Snake,123000000
Clipse,3130000
Diddy,25300000
A Tribe Called Red,94400000
Major Lazer,37600000
Sofi Tukker,1610000
Martin Garrix,22100000
M.O.P.,348000000
Deejay Theory,2050000
DENM,1460000
Carnage,44800000
Sigma,469000000
Leikeli47,449000
Drop The Lime,126000000
Michael Calfan,732000
Tujamo,2130000
Wolfmother,1730000
Gorgon City,9340000
Steve Aoki,28200000
Dizzee Rascal,2190000
David Guetta,42600000
Tommie Sunshine,2970000
Forest Pond,202000000
The Hives,21900000
Timmy Trumpet,4160000
DJ Fresh,325000000
Little Dragon,753000000
Jax Jones,19100000
CAZZETTE,749000
Great Good Fine Ok,1030000000
Poppy,340000000
Hands Like Houses,276000000
Basement,389000000
Dylan Cartlidge,149000
Tough Love,527000000
St. Lucia,check
And the Animal,6310000000
The Knocks,40100000
Young the Giant,710000000
Kid Dean,121000000
Electric Guest,1330000000
teddy<3,405000000
Kelis,13800000
Selena Gomez,219000000
James Arthur,484000000
John Mayer,130000000
P!nk,508000000
Swardy,33900
Sophisticated Ladies,78900000
Marquis Hawkes,729000
Kitten,409000000
Kesha,21700000
Jess Glynne,11700000
Doubt,569000000
DJ Snake,113000000
The Chainsmokers,28400000
Sia,648000000
Riton,3440000
Silk City,408000000
The Vamps,16700000
Dillon Francis,25100000
MØ,7760000
Sleepwalkers,5070000
Galantis,4930000
Childish Gambino,21600000
Chantel Jeffries,10400000
Tycho,8180000
Kungs,3810000
Jonas Blue,290000000
R3HAB,7320000
St. Lucia,566000000
Bebe Rexha,22800000
Nora Van Elken,92000
Lemaitre,13500000
Looking for Lucas,193000000
Justice,1120000000
El Profesor,211000000
Alok,26200000
Tez Cadey,461000
Banx & Ranx,4970000
Thutmose,1110000
Mat Kearney,3110000
Twin Shadow,111000000
Kungs,3810000
Lost Frequencies,60100000
Alok,26200000
Cosmos & Creature,251000000
FRENSHIP,871000
LIONE,18300000
Lord Huron,7070000
Courtney Barnett,13600000
VHS Collection,43400000
Foster The People,422000000
lovelytheband,2970000
Kideko,353000
Sofi Tukker,1890000
Rae Sremmurd,7220000
Dean Lewis,147000000
5 Seconds of Summer,354000000
Calvin Harris,82600000
MC Fioti,1810000
James Bay,804000000
Alice Merton,6130000
Shallou,397000
David Guetta,41800000
Lauv,7490000
3LAU,2610000
Dennis Lloyd,43300000
Kacey Musgraves,11800000
Sam Feldt,3670000
Jacob Plant,183000000
Flyte,10200000
Superchunk,762000
Parquet Courts,3650000
Apollo LTD,64400000
Fatboy Slim,20200000
Dillon Francis,25100000
DallasK,518000
Sean Paul,422000000
Shapov,531000
SJUR,1590000
Cyn,17300000
Hymner,180000
COIN,1650000000
Vargas & Lagola,249000000
Hailee Steinfeld,20000000
Show Dem Camp,37600000
Bas,982000000
Sheck Wes,3640000
Nasty C,247000000
Nipsey Hussle,35600000
Dmstry,9800
M.I. Abaga,check
MHD,48500000
M.anifest,824000
Falz,7570000
LADIPOE,174000
Fekky,307000
Wale,107000000
Shatta Wale,8700000
Ms Banks,264000000
Blaqbonez,200000
Shaboozey,234000
E.L,16030000000
MHD,48500000
Phyno,4720000
Kwesi Arthur,4320000
Aminé,check
Nix,93100000
AKA,734000000
Olamide,11900000
Anatii,424000
A$AP Rocky,64900000
Bils,307000000
MHD,48500000
Tobi Lou,2760000
Vector,4000000000
Bils,307000000
Ajebutter22,207000
Dice Ailes,959000
Fresh L.,1920000000
D'banj,3210000
M.I. Abaga,858000
